,Referee,B365H lag 7 matches,B365H lag 6 matches,B365H lag 5 matches,B365H lag 4 matches,B365H lag 3 matches,B365H lag 2 matches,B365H lag 1 match,B365H most recent match,B365D lag 7 matches,B365D lag 6 matches,B365D lag 5 matches,B365D lag 4 matches,B365D lag 3 matches,B365D lag 2 matches,B365D lag 1 match,B365D most recent match,B365A lag 7 matches,B365A lag 6 matches,B365A lag 5 matches,B365A lag 4 matches,B365A lag 3 matches,B365A lag 2 matches,B365A lag 1 match,B365A most recent match,HICT lag 7 matches,HICT lag 6 matches,HICT lag 5 matches,HICT lag 4 matches,HICT lag 3 matches,HICT lag 2 matches,HICT lag 1 match,HICT most recent match,AICT lag 7 matches,AICT lag 6 matches,AICT lag 5 matches,AICT lag 4 matches,AICT lag 3 matches,AICT lag 2 matches,AICT lag 1 match,AICT most recent match,DifICT lag 7 matches,DifICT lag 6 matches,DifICT lag 5 matches,DifICT lag 4 matches,DifICT lag 3 matches,DifICT lag 2 matches,DifICT lag 1 match,DifICT most recent match
280,A Taylor,10.0,3.3,3.5,2.4,2.1,3.0,2.15,1.72,5.0,3.3,4.0,3.25,3.5,3.3,3.4,3.8,1.33,2.25,1.9,3.1,3.4,2.4,3.4,4.75,8348.699999999999,8287.299999999997,8844.0,8579.300000000001,8487.7,8487.0,8723.800000000003,8943.800000000003,9522.600000000002,8981.699999999997,9407.499999999998,8213.400000000001,8270.199999999999,8551.300000000003,7903.500000000001,8638.0,-1173.9000000000033,-694.3999999999996,-563.4999999999982,365.89999999999964,217.50000000000182,-64.30000000000291,820.300000000002,305.8000000000029
281,S Hooper,3.3,3.5,2.4,2.1,3.0,2.15,1.72,1.5,3.3,4.0,3.25,3.5,3.3,3.4,3.8,4.0,2.25,1.9,3.1,3.4,2.4,3.4,4.75,7.0,8287.299999999997,8844.0,8579.300000000001,8487.7,8487.0,8723.800000000003,8943.800000000003,8334.199999999997,8981.699999999997,9407.499999999998,8213.400000000001,8270.199999999999,8551.300000000003,7903.500000000001,8638.0,7945.500000000001,-694.3999999999996,-563.4999999999982,365.89999999999964,217.50000000000182,-64.30000000000291,820.300000000002,305.8000000000029,388.6999999999962
282,A Taylor,3.5,2.4,2.1,3.0,2.15,1.72,1.5,2.37,4.0,3.25,3.5,3.3,3.4,3.8,4.0,3.75,1.9,3.1,3.4,2.4,3.4,4.75,7.0,2.75,8844.0,8579.300000000001,8487.7,8487.0,8723.800000000003,8943.800000000003,8334.199999999997,8422.7,9407.499999999998,8213.400000000001,8270.199999999999,8551.300000000003,7903.500000000001,8638.0,7945.500000000001,8311.099999999999,-563.4999999999982,365.89999999999964,217.50000000000182,-64.30000000000291,820.300000000002,305.8000000000029,388.6999999999962,111.60000000000218
283,C Pawson,2.4,2.1,3.0,2.15,1.72,1.5,2.37,15.0,3.25,3.5,3.3,3.4,3.8,4.0,3.75,6.5,3.1,3.4,2.4,3.4,4.75,7.0,2.75,1.2,8579.300000000001,8487.7,8487.0,8723.800000000003,8943.800000000003,8334.199999999997,8422.7,8198.5,8213.400000000001,8270.199999999999,8551.300000000003,7903.500000000001,8638.0,7945.500000000001,8311.099999999999,9585.700000000003,365.89999999999964,217.50000000000182,-64.30000000000291,820.300000000002,305.8000000000029,388.6999999999962,111.60000000000218,-1387.2000000000025
284,A Madley,2.1,3.0,2.15,1.72,1.5,2.37,15.0,1.33,3.5,3.3,3.4,3.8,4.0,3.75,6.5,5.0,3.4,2.4,3.4,4.75,7.0,2.75,1.2,10.0,8487.7,8487.0,8723.800000000003,8943.800000000003,8334.199999999997,8422.7,8198.5,9119.099999999999,8270.199999999999,8551.300000000003,7903.500000000001,8638.0,7945.500000000001,8311.099999999999,9585.700000000003,7965.700000000001,217.50000000000182,-64.30000000000291,820.300000000002,305.8000000000029,388.6999999999962,111.60000000000218,-1387.2000000000025,1153.3999999999978
285,A Marriner,3.0,2.15,1.72,1.5,2.37,15.0,1.33,1.5,3.3,3.4,3.8,4.0,3.75,6.5,5.0,4.5,2.4,3.4,4.75,7.0,2.75,1.2,10.0,6.0,8487.0,8723.800000000003,8943.800000000003,8334.199999999997,8422.7,8198.5,9119.099999999999,9322.2,8551.300000000003,7903.500000000001,8638.0,7945.500000000001,8311.099999999999,9585.700000000003,7965.700000000001,8629.3,-64.30000000000291,820.300000000002,305.8000000000029,388.6999999999962,111.60000000000218,-1387.2000000000025,1153.3999999999978,692.9000000000015
286,S Attwell,2.15,1.72,1.5,2.37,15.0,1.33,1.5,1.12,3.4,3.8,4.0,3.75,6.5,5.0,4.5,9.5,3.4,4.75,7.0,2.75,1.2,10.0,6.0,17.0,8723.800000000003,8943.800000000003,8334.199999999997,8422.7,8198.5,9119.099999999999,9322.2,9559.5,7903.500000000001,8638.0,7945.500000000001,8311.099999999999,9585.700000000003,7965.700000000001,8629.3,8179.899999999999,820.300000000002,305.8000000000029,388.6999999999962,111.60000000000218,-1387.2000000000025,1153.3999999999978,692.9000000000015,1379.6000000000013
287,D England,1.72,1.5,2.37,15.0,1.33,1.5,1.12,3.0,3.8,4.0,3.75,6.5,5.0,4.5,9.5,3.1,4.75,7.0,2.75,1.2,10.0,6.0,17.0,2.55,8943.800000000003,8334.199999999997,8422.7,8198.5,9119.099999999999,9322.2,9559.5,8545.0,8638.0,7945.500000000001,8311.099999999999,9585.700000000003,7965.700000000001,8629.3,8179.899999999999,8537.499999999998,305.8000000000029,388.6999999999962,111.60000000000218,-1387.2000000000025,1153.3999999999978,692.9000000000015,1379.6000000000013,7.500000000001819
288,M Atkinson,1.5,2.37,15.0,1.33,1.5,1.12,3.0,1.5,4.0,3.75,6.5,5.0,4.5,9.5,3.1,4.33,7.0,2.75,1.2,10.0,6.0,17.0,2.55,6.5,8334.199999999997,8422.7,8198.5,9119.099999999999,9322.2,9559.5,8545.0,9003.300000000003,7945.500000000001,8311.099999999999,9585.700000000003,7965.700000000001,8629.3,8179.899999999999,8537.499999999998,8262.2,388.6999999999962,111.60000000000218,-1387.2000000000025,1153.3999999999978,692.9000000000015,1379.6000000000013,7.500000000001819,741.1000000000022
289,M Oliver,2.37,15.0,1.33,1.5,1.12,3.0,1.5,1.75,3.75,6.5,5.0,4.5,9.5,3.1,4.33,3.8,2.75,1.2,10.0,6.0,17.0,2.55,6.5,4.5,8422.7,8198.5,9119.099999999999,9322.2,9559.5,8545.0,9003.300000000003,8758.299999999997,8311.099999999999,9585.700000000003,7965.700000000001,8629.3,8179.899999999999,8537.499999999998,8262.2,8495.899999999998,111.60000000000218,-1387.2000000000025,1153.3999999999978,692.9000000000015,1379.6000000000013,7.500000000001819,741.1000000000022,262.39999999999964
290,P Tierney,15.0,1.33,1.5,1.12,3.0,1.5,1.75,4.0,6.5,5.0,4.5,9.5,3.1,4.33,3.8,3.4,1.2,10.0,6.0,17.0,2.55,6.5,4.5,1.95,8198.5,9119.099999999999,9322.2,9559.5,8545.0,9003.300000000003,8758.299999999997,8378.9,9585.700000000003,7965.700000000001,8629.3,8179.899999999999,8537.499999999998,8262.2,8495.899999999998,8591.700000000003,-1387.2000000000025,1153.3999999999978,692.9000000000015,1379.6000000000013,7.500000000001819,741.1000000000022,262.39999999999964,-212.8000000000029
291,M Dean,1.33,1.5,1.12,3.0,1.5,1.75,4.0,2.62,5.0,4.5,9.5,3.1,4.33,3.8,3.4,3.1,10.0,6.0,17.0,2.55,6.5,4.5,1.95,2.87,9119.099999999999,9322.2,9559.5,8545.0,9003.300000000003,8758.299999999997,8378.9,8216.6,7965.700000000001,8629.3,8179.899999999999,8537.499999999998,8262.2,8495.899999999998,8591.700000000003,8541.999999999998,1153.3999999999978,692.9000000000015,1379.6000000000013,7.500000000001819,741.1000000000022,262.39999999999964,-212.8000000000029,-325.3999999999978
292,P Bankes,1.5,1.12,3.0,1.5,1.75,4.0,2.62,2.25,4.5,9.5,3.1,4.33,3.8,3.4,3.1,3.1,6.0,17.0,2.55,6.5,4.5,1.95,2.87,3.4,9322.2,9559.5,8545.0,9003.300000000003,8758.299999999997,8378.9,8216.6,8281.4,8629.3,8179.899999999999,8537.499999999998,8262.2,8495.899999999998,8591.700000000003,8541.999999999998,8462.199999999999,692.9000000000015,1379.6000000000013,7.500000000001819,741.1000000000022,262.39999999999964,-212.8000000000029,-325.3999999999978,-180.79999999999927
293,J Moss,1.12,3.0,1.5,1.75,4.0,2.62,2.25,4.6,9.5,3.1,4.33,3.8,3.4,3.1,3.1,3.75,17.0,2.55,6.5,4.5,1.95,2.87,3.4,1.75,9559.5,8545.0,9003.300000000003,8758.299999999997,8378.9,8216.6,8281.4,8619.000000000002,8179.899999999999,8537.499999999998,8262.2,8495.899999999998,8591.700000000003,8541.999999999998,8462.199999999999,9214.0,1379.6000000000013,7.500000000001819,741.1000000000022,262.39999999999964,-212.8000000000029,-325.3999999999978,-180.79999999999927,-594.9999999999982
294,G Scott,3.0,1.5,1.75,4.0,2.62,2.25,4.6,3.2,3.1,4.33,3.8,3.4,3.1,3.1,3.75,3.4,2.55,6.5,4.5,1.95,2.87,3.4,1.75,2.25,8545.0,9003.300000000003,8758.299999999997,8378.9,8216.6,8281.4,8619.000000000002,8513.6,8537.499999999998,8262.2,8495.899999999998,8591.700000000003,8541.999999999998,8462.199999999999,9214.0,9048.699999999997,7.500000000001819,741.1000000000022,262.39999999999964,-212.8000000000029,-325.3999999999978,-180.79999999999927,-594.9999999999982,-535.0999999999967
295,A Marriner,1.5,1.75,4.0,2.62,2.25,4.6,3.2,2.7,4.33,3.8,3.4,3.1,3.1,3.75,3.4,3.4,6.5,4.5,1.95,2.87,3.4,1.75,2.25,2.55,9003.300000000003,8758.299999999997,8378.9,8216.6,8281.4,8619.000000000002,8513.6,8130.2,8262.2,8495.899999999998,8591.700000000003,8541.999999999998,8462.199999999999,9214.0,9048.699999999997,8333.199999999999,741.1000000000022,262.39999999999964,-212.8000000000029,-325.3999999999978,-180.79999999999927,-594.9999999999982,-535.0999999999967,-202.9999999999991
296,D Coote,1.75,4.0,2.62,2.25,4.6,3.2,2.7,1.61,3.8,3.4,3.1,3.1,3.75,3.4,3.4,3.8,4.5,1.95,2.87,3.4,1.75,2.25,2.55,5.75,8758.299999999997,8378.9,8216.6,8281.4,8619.000000000002,8513.6,8130.2,8878.8,8495.899999999998,8591.700000000003,8541.999999999998,8462.199999999999,9214.0,9048.699999999997,8333.199999999999,8326.7,262.39999999999964,-212.8000000000029,-325.3999999999978,-180.79999999999927,-594.9999999999982,-535.0999999999967,-202.9999999999991,552.0999999999985
297,K Friend,4.0,2.62,2.25,4.6,3.2,2.7,1.61,3.8,3.4,3.1,3.1,3.75,3.4,3.4,3.8,3.6,1.95,2.87,3.4,1.75,2.25,2.55,5.75,1.95,8378.9,8216.6,8281.4,8619.000000000002,8513.6,8130.2,8878.8,8418.6,8591.700000000003,8541.999999999998,8462.199999999999,9214.0,9048.699999999997,8333.199999999999,8326.7,9194.100000000002,-212.8000000000029,-325.3999999999978,-180.79999999999927,-594.9999999999982,-535.0999999999967,-202.9999999999991,552.0999999999985,-775.5000000000018
298,M Atkinson,2.62,2.25,4.6,3.2,2.7,1.61,3.8,2.62,3.1,3.1,3.75,3.4,3.4,3.8,3.6,3.3,2.87,3.4,1.75,2.25,2.55,5.75,1.95,2.62,8216.6,8281.4,8619.000000000002,8513.6,8130.2,8878.8,8418.6,8021.600000000001,8541.999999999998,8462.199999999999,9214.0,9048.699999999997,8333.199999999999,8326.7,9194.100000000002,8669.1,-325.3999999999978,-180.79999999999927,-594.9999999999982,-535.0999999999967,-202.9999999999991,552.0999999999985,-775.5000000000018,-647.4999999999991
299,R Jones,2.25,4.6,3.2,2.7,1.61,3.8,2.62,2.37,3.1,3.75,3.4,3.4,3.8,3.6,3.3,3.3,3.4,1.75,2.25,2.55,5.75,1.95,2.62,2.9,8281.4,8619.000000000002,8513.6,8130.2,8878.8,8418.6,8021.600000000001,8775.100000000002,8462.199999999999,9214.0,9048.699999999997,8333.199999999999,8326.7,9194.100000000002,8669.1,8213.5,-180.79999999999927,-594.9999999999982,-535.0999999999967,-202.9999999999991,552.0999999999985,-775.5000000000018,-647.4999999999991,561.6000000000022
300,A Taylor,4.6,3.2,2.7,1.61,3.8,2.62,2.37,2.0,3.75,3.4,3.4,3.8,3.6,3.3,3.3,3.75,1.75,2.25,2.55,5.75,1.95,2.62,2.9,3.5,8619.000000000002,8513.6,8130.2,8878.8,8418.6,8021.600000000001,8775.100000000002,9582.400000000003,9214.0,9048.699999999997,8333.199999999999,8326.7,9194.100000000002,8669.1,8213.5,9459.299999999997,-594.9999999999982,-535.0999999999967,-202.9999999999991,552.0999999999985,-775.5000000000018,-647.4999999999991,561.6000000000022,123.10000000000582
301,M Oliver,3.2,2.7,1.61,3.8,2.62,2.37,2.0,2.87,3.4,3.4,3.8,3.6,3.3,3.3,3.75,3.2,2.25,2.55,5.75,1.95,2.62,2.9,3.5,2.55,8513.6,8130.2,8878.8,8418.6,8021.600000000001,8775.100000000002,9582.400000000003,8044.6,9048.699999999997,8333.199999999999,8326.7,9194.100000000002,8669.1,8213.5,9459.299999999997,8127.999999999999,-535.0999999999967,-202.9999999999991,552.0999999999985,-775.5000000000018,-647.4999999999991,561.6000000000022,123.10000000000582,-83.39999999999873
302,P Bankes,2.7,1.61,3.8,2.62,2.37,2.0,2.87,3.8,3.4,3.8,3.6,3.3,3.3,3.75,3.2,3.6,2.55,5.75,1.95,2.62,2.9,3.5,2.55,1.95,8130.2,8878.8,8418.6,8021.600000000001,8775.100000000002,9582.400000000003,8044.6,8447.1,8333.199999999999,8326.7,9194.100000000002,8669.1,8213.5,9459.299999999997,8127.999999999999,8630.000000000002,-202.9999999999991,552.0999999999985,-775.5000000000018,-647.4999999999991,561.6000000000022,123.10000000000582,-83.39999999999873,-182.90000000000146
303,S Hooper,1.61,3.8,2.62,2.37,2.0,2.87,3.8,2.7,3.8,3.6,3.3,3.3,3.75,3.2,3.6,3.3,5.75,1.95,2.62,2.9,3.5,2.55,1.95,2.55,8878.8,8418.6,8021.600000000001,8775.100000000002,9582.400000000003,8044.6,8447.1,8161.2,8326.7,9194.100000000002,8669.1,8213.5,9459.299999999997,8127.999999999999,8630.000000000002,8044.300000000001,552.0999999999985,-775.5000000000018,-647.4999999999991,561.6000000000022,123.10000000000582,-83.39999999999873,-182.90000000000146,116.89999999999873
304,A Madley,3.8,2.62,2.37,2.0,2.87,3.8,2.7,1.25,3.6,3.3,3.3,3.75,3.2,3.6,3.3,6.5,1.95,2.62,2.9,3.5,2.55,1.95,2.55,10.0,8418.6,8021.600000000001,8775.100000000002,9582.400000000003,8044.6,8447.1,8161.2,9373.7,9194.100000000002,8669.1,8213.5,9459.299999999997,8127.999999999999,8630.000000000002,8044.300000000001,7974.900000000001,-775.5000000000018,-647.4999999999991,561.6000000000022,123.10000000000582,-83.39999999999873,-182.90000000000146,116.89999999999873,1398.8000000000002
305,C Pawson,2.62,2.37,2.0,2.87,3.8,2.7,1.25,1.53,3.3,3.3,3.75,3.2,3.6,3.3,6.5,4.0,2.62,2.9,3.5,2.55,1.95,2.55,10.0,6.5,8021.600000000001,8775.100000000002,9582.400000000003,8044.6,8447.1,8161.2,9373.7,9091.400000000003,8669.1,8213.5,9459.299999999997,8127.999999999999,8630.000000000002,8044.300000000001,7974.900000000001,8369.1,-647.4999999999991,561.6000000000022,123.10000000000582,-83.39999999999873,-182.90000000000146,116.89999999999873,1398.8000000000002,722.3000000000029
306,P Tierney,2.37,2.0,2.87,3.8,2.7,1.25,1.53,1.7,3.3,3.75,3.2,3.6,3.3,6.5,4.0,3.8,2.9,3.5,2.55,1.95,2.55,10.0,6.5,5.0,8775.100000000002,9582.400000000003,8044.6,8447.1,8161.2,9373.7,9091.400000000003,8804.499999999998,8213.5,9459.299999999997,8127.999999999999,8630.000000000002,8044.300000000001,7974.900000000001,8369.1,8183.899999999999,561.6000000000022,123.10000000000582,-83.39999999999873,-182.90000000000146,116.89999999999873,1398.8000000000002,722.3000000000029,620.5999999999995
307,J Gillett,2.0,2.87,3.8,2.7,1.25,1.53,1.7,2.2,3.75,3.2,3.6,3.3,6.5,4.0,3.8,3.4,3.5,2.55,1.95,2.55,10.0,6.5,5.0,3.3,9582.400000000003,8044.6,8447.1,8161.2,9373.7,9091.400000000003,8804.499999999998,8322.0,9459.299999999997,8127.999999999999,8630.000000000002,8044.300000000001,7974.900000000001,8369.1,8183.899999999999,8676.699999999999,123.10000000000582,-83.39999999999873,-182.90000000000146,116.89999999999873,1398.8000000000002,722.3000000000029,620.5999999999995,-354.6999999999989
308,M Atkinson,2.87,3.8,2.7,1.25,1.53,1.7,2.2,1.4,3.2,3.6,3.3,6.5,4.0,3.8,3.4,5.0,2.55,1.95,2.55,10.0,6.5,5.0,3.3,7.0,8044.6,8447.1,8161.2,9373.7,9091.400000000003,8804.499999999998,8322.0,9627.6,8127.999999999999,8630.000000000002,8044.300000000001,7974.900000000001,8369.1,8183.899999999999,8676.699999999999,9270.8,-83.39999999999873,-182.90000000000146,116.89999999999873,1398.8000000000002,722.3000000000029,620.5999999999995,-354.6999999999989,356.8000000000011
309,D Coote,3.8,2.7,1.25,1.53,1.7,2.2,1.4,2.25,3.6,3.3,6.5,4.0,3.8,3.4,5.0,3.4,1.95,2.55,10.0,6.5,5.0,3.3,7.0,3.25,8447.1,8161.2,9373.7,9091.400000000003,8804.499999999998,8322.0,9627.6,8658.600000000002,8630.000000000002,8044.300000000001,7974.900000000001,8369.1,8183.899999999999,8676.699999999999,9270.8,8723.999999999998,-182.90000000000146,116.89999999999873,1398.8000000000002,722.3000000000029,620.5999999999995,-354.6999999999989,356.8000000000011,-65.399999999996
310,T Harrington,2.7,1.25,1.53,1.7,2.2,1.4,2.25,2.25,3.3,6.5,4.0,3.8,3.4,5.0,3.4,3.4,2.55,10.0,6.5,5.0,3.3,7.0,3.25,3.25,8161.2,9373.7,9091.400000000003,8804.499999999998,8322.0,9627.6,8658.600000000002,8379.2,8044.300000000001,7974.900000000001,8369.1,8183.899999999999,8676.699999999999,9270.8,8723.999999999998,8263.2,116.89999999999873,1398.8000000000002,722.3000000000029,620.5999999999995,-354.6999999999989,356.8000000000011,-65.399999999996,116.0
311,J Moss,1.25,1.53,1.7,2.2,1.4,2.25,2.25,1.83,6.5,4.0,3.8,3.4,5.0,3.4,3.4,3.6,10.0,6.5,5.0,3.3,7.0,3.25,3.25,4.33,9373.7,9091.400000000003,8804.499999999998,8322.0,9627.6,8658.600000000002,8379.2,9193.8,7974.900000000001,8369.1,8183.899999999999,8676.699999999999,9270.8,8723.999999999998,8263.2,8696.100000000002,1398.8000000000002,722.3000000000029,620.5999999999995,-354.6999999999989,356.8000000000011,-65.399999999996,116.0,497.6999999999971
312,M Dean,1.53,1.7,2.2,1.4,2.25,2.25,1.83,1.16,4.0,3.8,3.4,5.0,3.4,3.4,3.6,7.0,6.5,5.0,3.3,7.0,3.25,3.25,4.33,17.0,9091.400000000003,8804.499999999998,8322.0,9627.6,8658.600000000002,8379.2,9193.8,9634.200000000003,8369.1,8183.899999999999,8676.699999999999,9270.8,8723.999999999998,8263.2,8696.100000000002,8412.5,722.3000000000029,620.5999999999995,-354.6999999999989,356.8000000000011,-65.399999999996,116.0,497.6999999999971,1221.7000000000025
313,S Attwell,1.7,2.2,1.4,2.25,2.25,1.83,1.16,2.75,3.8,3.4,5.0,3.4,3.4,3.6,7.0,3.25,5.0,3.3,7.0,3.25,3.25,4.33,17.0,2.62,8804.499999999998,8322.0,9627.6,8658.600000000002,8379.2,9193.8,9634.200000000003,8278.800000000001,8183.899999999999,8676.699999999999,9270.8,8723.999999999998,8263.2,8696.100000000002,8412.5,8369.199999999999,620.5999999999995,-354.6999999999989,356.8000000000011,-65.399999999996,116.0,497.6999999999971,1221.7000000000025,-90.39999999999782
314,C Pawson,2.2,1.4,2.25,2.25,1.83,1.16,2.75,2.05,3.4,5.0,3.4,3.4,3.6,7.0,3.25,3.5,3.3,7.0,3.25,3.25,4.33,17.0,2.62,3.5,8322.0,9627.6,8658.600000000002,8379.2,9193.8,9634.200000000003,8278.800000000001,8948.5,8676.699999999999,9270.8,8723.999999999998,8263.2,8696.100000000002,8412.5,8369.199999999999,9293.099999999999,-354.6999999999989,356.8000000000011,-65.399999999996,116.0,497.6999999999971,1221.7000000000025,-90.39999999999782,-344.59999999999854
315,M Atkinson,1.4,2.25,2.25,1.83,1.16,2.75,2.05,4.33,5.0,3.4,3.4,3.6,7.0,3.25,3.5,3.5,7.0,3.25,3.25,4.33,17.0,2.62,3.5,1.85,9627.6,8658.600000000002,8379.2,9193.8,9634.200000000003,8278.800000000001,8948.5,8089.000000000001,9270.8,8723.999999999998,8263.2,8696.100000000002,8412.5,8369.199999999999,9293.099999999999,9111.299999999997,356.8000000000011,-65.399999999996,116.0,497.6999999999971,1221.7000000000025,-90.39999999999782,-344.59999999999854,-1022.2999999999965
316,A Madley,2.25,2.25,1.83,1.16,2.75,2.05,4.33,2.8,3.4,3.4,3.6,7.0,3.25,3.5,3.5,3.4,3.25,3.25,4.33,17.0,2.62,3.5,1.85,2.5,8658.600000000002,8379.2,9193.8,9634.200000000003,8278.800000000001,8948.5,8089.000000000001,8827.900000000001,8723.999999999998,8263.2,8696.100000000002,8412.5,8369.199999999999,9293.099999999999,9111.299999999997,8585.599999999999,-65.399999999996,116.0,497.6999999999971,1221.7000000000025,-90.39999999999782,-344.59999999999854,-1022.2999999999965,242.3000000000029
317,K Friend,2.25,1.83,1.16,2.75,2.05,4.33,2.8,1.1,3.4,3.6,7.0,3.25,3.5,3.5,3.4,10.0,3.25,4.33,17.0,2.62,3.5,1.85,2.5,26.0,8379.2,9193.8,9634.200000000003,8278.800000000001,8948.5,8089.000000000001,8827.900000000001,9703.300000000003,8263.2,8696.100000000002,8412.5,8369.199999999999,9293.099999999999,9111.299999999997,8585.599999999999,8207.599999999999,116.0,497.6999999999971,1221.7000000000025,-90.39999999999782,-344.59999999999854,-1022.2999999999965,242.3000000000029,1495.7000000000044
318,C Kavanagh,1.83,1.16,2.75,2.05,4.33,2.8,1.1,3.5,3.6,7.0,3.25,3.5,3.5,3.4,10.0,3.3,4.33,17.0,2.62,3.5,1.85,2.5,26.0,2.15,9193.8,9634.200000000003,8278.800000000001,8948.5,8089.000000000001,8827.900000000001,9703.300000000003,8111.5,8696.100000000002,8412.5,8369.199999999999,9293.099999999999,9111.299999999997,8585.599999999999,8207.599999999999,8295.300000000001,497.6999999999971,1221.7000000000025,-90.39999999999782,-344.59999999999854,-1022.2999999999965,242.3000000000029,1495.7000000000044,-183.8000000000011
319,M Oliver,1.16,2.75,2.05,4.33,2.8,1.1,3.5,1.5,7.0,3.25,3.5,3.5,3.4,10.0,3.3,4.33,17.0,2.62,3.5,1.85,2.5,26.0,2.15,6.5,9634.200000000003,8278.800000000001,8948.5,8089.000000000001,8827.900000000001,9703.300000000003,8111.5,9245.0,8412.5,8369.199999999999,9293.099999999999,9111.299999999997,8585.599999999999,8207.599999999999,8295.300000000001,8701.800000000001,1221.7000000000025,-90.39999999999782,-344.59999999999854,-1022.2999999999965,242.3000000000029,1495.7000000000044,-183.8000000000011,543.1999999999989
320,R Jones,2.75,2.05,4.33,2.8,1.1,3.5,1.5,2.1,3.25,3.5,3.5,3.4,10.0,3.3,4.33,3.4,2.62,3.5,1.85,2.5,26.0,2.15,6.5,3.6,8278.800000000001,8948.5,8089.000000000001,8827.900000000001,9703.300000000003,8111.5,9245.0,8403.299999999997,8369.199999999999,9293.099999999999,9111.299999999997,8585.599999999999,8207.599999999999,8295.300000000001,8701.800000000001,8415.499999999998,-90.39999999999782,-344.59999999999854,-1022.2999999999965,242.3000000000029,1495.7000000000044,-183.8000000000011,543.1999999999989,-12.200000000000728
321,A Taylor,2.05,4.33,2.8,1.1,3.5,1.5,2.1,2.7,3.5,3.5,3.4,10.0,3.3,4.33,3.4,3.0,3.5,1.85,2.5,26.0,2.15,6.5,3.6,2.87,8948.5,8089.000000000001,8827.900000000001,9703.300000000003,8111.5,9245.0,8403.299999999997,8346.2,9293.099999999999,9111.299999999997,8585.599999999999,8207.599999999999,8295.300000000001,8701.800000000001,8415.499999999998,8490.199999999999,-344.59999999999854,-1022.2999999999965,242.3000000000029,1495.7000000000044,-183.8000000000011,543.1999999999989,-12.200000000000728,-143.99999999999818
322,S Attwell,4.33,2.8,1.1,3.5,1.5,2.1,2.7,1.18,3.5,3.4,10.0,3.3,4.33,3.4,3.0,7.0,1.85,2.5,26.0,2.15,6.5,3.6,2.87,15.0,8089.000000000001,8827.900000000001,9703.300000000003,8111.5,9245.0,8403.299999999997,8346.2,9704.5,9111.299999999997,8585.599999999999,8207.599999999999,8295.300000000001,8701.800000000001,8415.499999999998,8490.199999999999,8604.799999999997,-1022.2999999999965,242.3000000000029,1495.7000000000044,-183.8000000000011,543.1999999999989,-12.200000000000728,-143.99999999999818,1099.7000000000025
323,D England,2.8,1.1,3.5,1.5,2.1,2.7,1.18,2.05,3.4,10.0,3.3,4.33,3.4,3.0,7.0,3.5,2.5,26.0,2.15,6.5,3.6,2.87,15.0,3.5,8827.900000000001,9703.300000000003,8111.5,9245.0,8403.299999999997,8346.2,9704.5,8417.199999999999,8585.599999999999,8207.599999999999,8295.300000000001,8701.800000000001,8415.499999999998,8490.199999999999,8604.799999999997,8382.599999999999,242.3000000000029,1495.7000000000044,-183.8000000000011,543.1999999999989,-12.200000000000728,-143.99999999999818,1099.7000000000025,34.600000000000364
324,M Dean,1.1,3.5,1.5,2.1,2.7,1.18,2.05,3.2,10.0,3.3,4.33,3.4,3.0,7.0,3.5,3.4,26.0,2.15,6.5,3.6,2.87,15.0,3.5,2.25,9703.300000000003,8111.5,9245.0,8403.299999999997,8346.2,9704.5,8417.199999999999,9463.7,8207.599999999999,8295.300000000001,8701.800000000001,8415.499999999998,8490.199999999999,8604.799999999997,8382.599999999999,9293.000000000002,1495.7000000000044,-183.8000000000011,543.1999999999989,-12.200000000000728,-143.99999999999818,1099.7000000000025,34.600000000000364,170.6999999999989
325,C Pawson,3.5,1.5,2.1,2.7,1.18,2.05,3.2,2.6,3.3,4.33,3.4,3.0,7.0,3.5,3.4,3.3,2.15,6.5,3.6,2.87,15.0,3.5,2.25,2.75,8111.5,9245.0,8403.299999999997,8346.2,9704.5,8417.199999999999,9463.7,8214.8,8295.300000000001,8701.800000000001,8415.499999999998,8490.199999999999,8604.799999999997,8382.599999999999,9293.000000000002,8223.599999999999,-183.8000000000011,543.1999999999989,-12.200000000000728,-143.99999999999818,1099.7000000000025,34.600000000000364,170.6999999999989,-8.799999999999272
